mfcc_0,mfcc_delta1_0,mfcc_delta2_0,mfcc_1,mfcc_delta1_1,mfcc_delta2_1,mfcc_2,mfcc_delta1_2,mfcc_delta2_2,mfcc_3,mfcc_delta1_3,mfcc_delta2_3,mfcc_4,mfcc_delta1_4,mfcc_delta2_4,mfcc_5,mfcc_delta1_5,mfcc_delta2_5,mfcc_6,mfcc_delta1_6,mfcc_delta2_6,mfcc_7,mfcc_delta1_7,mfcc_delta2_7,mfcc_8,mfcc_delta1_8,mfcc_delta2_8,mfcc_9,mfcc_delta1_9,mfcc_delta2_9,mfcc_10,mfcc_delta1_10,mfcc_delta2_10,mfcc_11,mfcc_delta1_11,mfcc_delta2_11,mfcc_12,mfcc_delta1_12,mfcc_delta2_12,mfcc_13,mfcc_delta1_13,mfcc_delta2_13,mfcc_14,mfcc_delta1_14,mfcc_delta2_14,mfcc_15,mfcc_delta1_15,mfcc_delta2_15,mfcc_16,mfcc_delta1_16,mfcc_delta2_16,mfcc_17,mfcc_delta1_17,mfcc_delta2_17,mfcc_18,mfcc_delta1_18,mfcc_delta2_18,mfcc_19,mfcc_delta1_19,mfcc_delta2_19,zero_crossing_rate,rms,spectral_centroid,spectral_rolloff,spectral_bandwidth,f0,voiced_flag,voiced_probs
-236.95515,11.839508,1.0110315,49.50966,5.0733294,8.169936,-1.4072556,-8.722271,-6.478375,23.590729,-8.643965,-2.5964823,-7.189494,-6.3018637,-4.314315,11.299659,-1.0691093,-1.0771178,-4.1816187,5.4145813,0.6616327,0.01385808,0.43871644,-0.6658254,10.36713,-1.1674712,-0.6544637,-4.226925,-0.4554465,1.1350645,-8.987896,1.0007005,2.1146104,-6.1079426,2.5551372,0.8171808,-1.4808348,-1.759468,-1.5086426,0.7384153,-0.91068107,-0.030875012,-13.017321,-1.3745568,-0.7608116,-2.6348372,0.56601727,0.075787894,7.1573105,-0.2653454,-1.1732309,-6.7826233,-0.71986383,-0.8729985,-13.65356,0.5329023,1.4715778,-5.2071347,0.20942195,-0.32474723,0.146484375,0.049371343,2640.3211501255832,4882.8125,2066.684024186512,127.82501456536235,True,0.020317628556360583
-139.73616,10.715146,-3.168672,96.789215,7.9157524,1.5560524,-31.781744,-8.714133,1.8602481,-6.0083513,-10.39028,1.1726543,-20.41108,-7.338657,-1.757525,10.213743,-1.7994452,-0.010404418,1.7757509,4.592932,-2.1949224,-6.3289604,0.18786229,-1.3655972,0.5316651,-1.6234684,-1.0352658,4.3941555,0.98124856,-0.06732848,4.982378,2.5152047,-0.14959757,-4.7107935,2.7940142,-1.0992184,-8.290043,-1.5962366,0.02127535,-8.119275,-1.1113766,0.40213445,-17.251476,-1.8155637,-0.22841148,-7.2721906,0.24014394,-0.15800984,0.7000175,-1.7429425,-0.03157999,-7.6591835,-1.8093637,-0.7464799,-8.964627,1.4702439,0.34773517,-3.1520443,-0.43049586,-0.57333696,0.14892578125,0.08043009,1581.3708475695273,3226.5625,1607.003485346378,137.79308824865404,True,0.010009025493342986
-105.49528,6.2653375,-6.6211042,144.84236,3.8635855,-5.2606626,-74.109024,-3.0342765,8.1998205,-5.265182,-10.682664,3.860601,-40.856926,-6.981823,1.7842138,1.7094167,-1.1958475,0.5482002,16.45744,2.0118062,-4.523213,-8.807763,0.6921595,-0.6547369,-3.0259087,-2.0130162,-0.71382457,4.631872,1.4207634,-0.16403928,5.6470566,2.2777758,-1.9601805,-1.4628019,1.9005476,-1.6872585,-18.043102,-0.613211,1.0096071,-5.8754716,-1.4043828,1.0134512,-17.017841,-1.820319,0.07890311,-4.0720615,-0.21866123,-0.37806615,-0.5703645,-2.36164,0.22039527,-8.165551,-1.7593492,-0.18425918,-9.031553,1.2800944,-1.06949,-2.0229292,-0.68806106,-1.2551554,0.12939453125,0.09515703,1193.7716510332652,2046.875,1006.3851235462895,161.0494265540188,True,0.01646758759311301
-129.91574,3.3069494,-11.403681,165.67117,-1.4985849,-10.800784,-91.696915,2.224077,11.106079,-8.216954,-7.0478134,4.940558,-62.028046,-4.974321,4.6865435,-2.8554788,-0.10510308,1.4683237,16.113115,-1.3583491,-4.6908174,-11.743822,0.5852679,0.6720314,-6.7802763,-2.203399,0.5768537,2.6030886,1.3191655,-0.027600452,5.390974,0.6612754,-2.831168,4.648781,0.85864586,-1.4263259,-27.293324,0.026222557,1.6208811,-0.1425997,-0.43025845,1.439265,-23.052357,-1.247941,0.79235095,-1.5624254,-0.24635805,-0.17195646,3.4422452,-2.1934128,0.30307558,-9.849233,-1.1159629,0.79981756,-6.20036,0.67330116,-1.3828909,-4.6886234,-1.1418586,-0.87158895,0.087890625,0.107397586,1147.4190802614262,1648.4375,865.2485513912196,163.86452094349724,True,0.010349055133375846
-160.08127,1.5162926,-4.670446,152.0736,-1.0873603,-8.989231,-86.09534,5.310663,8.244943,-11.64694,-1.5444521,3.5457063,-66.97808,-2.370888,5.266831,0.63680565,0.1509576,1.411627,11.481672,-4.1531224,-3.001374,-16.422047,-0.9685104,0.59138215,-6.2498684,-2.5452414,0.7462878,-0.20841572,2.210396,0.86591566,3.7043612,-0.5890329,-1.1025192,1.1746869,-0.3815141,-0.89829385,-25.424744,-0.16495806,1.7990452,1.9402626,1.4823837,0.88988984,-24.250008,-0.73194003,0.9836333,-1.0705844,-0.5192446,-0.36216354,2.8096592,-1.9650406,-0.37989834,-15.724298,-1.2699804,0.32428163,-4.50134,-0.1277033,-0.72233313,-10.192356,-0.64576465,0.9291988,0.09521484375,0.101096876,1173.97094408555,1718.75,928.0602493945671,,False,0.01000000928748663
-156.96759,-3.0082006,5.1498923,126.819,-2.8995733,1.6220975,-31.710531,7.7719016,-0.007934506,-13.95842,2.2839427,2.8063092,-53.41043,0.6382436,3.431191,0.6790676,0.2445435,0.25103185,-3.2063189,-4.621328,-0.007699432,-16.722872,-1.7352068,-1.1678411,-12.393559,-1.1691961,0.82499343,4.7394013,2.274009,1.1576811,2.5712137,-0.89354813,0.78082263,-4.9803834,-0.6731947,-0.30171567,-12.009043,0.59168446,0.28855085,-2.0695183,2.4195182,0.45585322,-23.841614,-0.2272276,0.6445819,-5.856344,-0.74705577,-0.61811537,-2.8374655,-1.6897863,-0.32133967,-20.951206,-1.4837596,0.040876694,-6.2811413,-0.53093475,-0.18336204,-12.827293,0.26194248,1.8532438,0.1533203125,0.07504263,1219.7903953808745,2343.75,1254.1093668485603,,False,0.015085587297504338
-182.49263,-5.403631,3.8023248,74.53593,-2.2855954,8.90536,9.4767065,8.567384,-6.564818,-20.979996,3.4444792,2.3116553,-43.038437,3.394811,0.96912825,5.9294195,0.5303082,-0.8478634,-18.71556,-4.5086703,2.6121051,-2.5881155,-2.152193,-1.4792609,-11.442532,-0.3448769,0.90376705,8.596682,2.3391469,0.23156737,-4.1526713,-0.36667028,1.2622073,-5.426982,-0.52562195,0.6957085,-6.8677416,1.2699288,-0.89239633,-3.230372,2.2762008,0.30642334,-24.40379,0.346419,0.6215628,-8.513039,-1.1757654,-0.16313536,-7.5999837,-1.5421083,0.32332107,-14.259649,-1.3634524,0.05945377,-14.252998,-0.9881792,-0.22212596,-15.731428,1.2522285,1.9383401,0.19580078125,0.055620357,2086.51828293193,4812.5,2056.9999762075813,,False,0.06608151270920701
-195.54579,-7.9613757,-3.6527596,47.599754,-2.428799,6.976615,14.2433605,7.568929,-7.174568,-3.8471422,4.4705477,1.0799698,-32.841026,5.192782,-0.7520888,14.951896,0.51385814,-0.98673725,-24.675163,-2.7719636,3.5261297,-0.3648369,-1.5976536,-0.55616534,-6.7510448,1.1660773,1.5296801,8.406993,2.1108186,-0.84059423,-11.879324,-0.98676217,0.1584526,-4.2147665,-0.6950005,0.78986603,-7.3580256,2.2128718,-0.5751746,5.2562947,1.3638167,-0.44756928,-17.954708,1.7537446,0.8697778,-4.392337,-0.9005355,0.5689045,-6.295225,-1.2508739,1.0772609,-6.926266,-0.5667663,0.42513624,-12.383711,-1.9888823,-0.5432679,-13.41611,1.696842,0.7045197,0.1943359375,0.055753924,2879.086552421576,5460.9375,2163.2483181775183,,False,0.011085791888943373
-127.0919,-10.345407,-7.365198,114.95761,-4.6894403,-1.764427,-13.0555935,4.8010936,-3.7693355,8.095814,4.9421315,-0.4172828,-34.494003,3.4717016,-2.5430658,7.0167704,-0.3815949,-0.95563513,-24.223911,-0.6736287,3.0020585,-20.851952,-0.27413592,1.0713812,-16.737825,3.2893062,2.5026755,23.402905,2.2709193,-0.8211052,0.42769098,-1.5778123,-0.7935922,-7.8132935,-0.47367865,0.0852685,-14.062969,1.535728,-0.24498953,12.101673,0.9091573,-1.025244,-19.578709,2.3071043,0.6872129,-9.289429,-0.1537537,1.0070459,-11.987129,-0.27708542,1.3595327,-20.559475,0.87558204,0.98839235,-10.3738785,-2.3318431,-0.4084839,1.6933622,2.1731117,-0.34889135,0.18505859375,0.06276335,1417.2814192959615,2898.4375,1510.1199782666347,,False,0.010006178555334078
-130.24384,-13.6357565,-6.8787155,154.1293,-6.2267823,-8.316102,-37.85644,1.8209683,2.5646255,18.378399,4.823031,-1.6083039,-36.188038,0.8826553,-2.42151,-0.3254603,-0.85232866,-0.50032586,-9.0897045,0.764996,0.6787865,-32.471897,0.7901308,2.5678444,-5.4387884,4.788499,1.8277899,19.322788,1.5263822,-0.7694074,6.093087,-2.0509548,-1.3371363,-3.9636545,-0.11224005,-0.277619,-17.006775,0.44026366,0.3162094,13.283851,0.8697158,-1.1999452,-21.249619,2.465537,0.29763865,-11.289433,0.82575285,0.98587894,-8.613058,0.86790794,1.0836209,-22.44778,1.5672685,1.0607073,-10.392315,-2.113969,-0.21473978,3.7383857,2.1615324,-1.0311741,0.1279296875,0.06262306,1123.9963272035043,2289.0625,1120.100170212451,,False,0.010000005216229449
-193.15381,-14.428455,-4.378497,157.57764,-4.2427893,-8.250096,-33.98696,1.3822443,5.1651807,14.056295,5.83916,-0.5708076,-30.699158,0.6681803,-0.31234834,1.0083362,-1.8554358,-0.17677979,-9.050497,0.43905252,-2.0802662,-27.41916,1.069266,3.0042305,-5.371828,3.7998893,-0.46203572,14.456743,-0.46801886,-1.8548597,4.871387,-2.3452642,-1.6180165,1.414781,-0.19975442,-0.27903825,-13.552723,0.34599337,0.36051145,11.285545,0.3295898,-0.8883628,-16.980986,1.9374123,-0.5516158,-10.669867,1.6033076,1.0103211,-6.3976765,1.9394364,0.9373791,-20.257072,0.8982497,0.6312887,-16.248363,-1.3751893,0.24490027,4.6445866,1.6677091,-1.3779033,0.119140625,0.062237903,1070.5940562770188,1742.1875,1101.3178422167937,,False,0.010000802780927255
-251.74403,-11.507039,4.979814,101.350586,-3.272891,-1.4702101,-8.538231,1.5160501,1.5667322,16.12647,7.6887984,3.0983741,-22.092815,0.60474294,0.75907123,4.8041716,-3.804071,-1.1368152,-5.7484303,-0.6016226,-2.7862978,-15.020319,0.7952456,0.2569224,7.8987894,2.5730453,-2.1192832,12.273251,-2.719332,-2.5394835,-13.191755,-2.0030997,-0.27952754,-5.868084,0.4177496,0.4849172,1.2934108,0.56780136,-0.14827846,1.7959929,-0.64686185,-0.13171144,-4.700222,0.73722804,-1.274248,-4.9603553,1.6417652,0.51721543,-4.4307795,2.1201503,0.3109941,-12.627903,-0.10987685,-0.7558531,-26.13752,-0.87271965,1.2420563,-3.0027375,0.57031196,-1.0365025,0.1865234375,0.036896326,1671.347724418915,3382.8125,1688.4697716449386,,False,0.010191075496968311
-255.17493,-8.445257,14.545519,32.68006,-5.0452304,8.271198,3.2986252,2.179365,-3.2004883,16.846834,9.268028,3.9778388,-43.723656,1.1863981,0.87170255,-1.901065,-5.0924864,-2.5271187,-5.445071,-1.2857574,-1.3886673,-1.3687122,0.97733647,-2.8005416,24.507046,1.8841425,-3.0390086,22.54601,-4.648071,-1.6212481,-17.14573,-2.0887728,1.8196687,-8.748377,1.4999993,1.166273,-6.6109867,0.47920576,-1.0547724,3.4136405,-0.8498796,0.59394604,-6.8871613,0.00068386394,-1.8166362,-1.2461938,1.9487128,-0.37170765,-0.1733321,1.8658335,-0.86704516,-1.9539542,-0.16802739,-2.1924043,-24.086868,-0.13961604,1.7235347,0.55927104,-0.6799699,-0.12666984,0.22021484375,0.010805756,2898.660648869559,4992.1875,1945.7743878913852,,False,0.010000002871100368
-262.37762,-2.5742242,11.392132,27.27874,-2.8886108,11.468917,16.86119,1.9678386,-4.7937717,18.539997,10.384245,2.7507684,-45.979504,1.8975806,1.1734763,0.3429718,-6.1002793,-2.3266706,-14.940967,-1.3041369,1.2249528,3.1840806,0.09023838,-3.5726001,22.305325,-0.081081256,-2.432531,17.476551,-5.239284,-1.3934934,-18.903025,-0.96534,2.81358,-5.653298,2.3603318,1.8607188,-10.050934,0.18280986,-0.8996247,7.927392,-0.5826132,0.6074429,-7.272704,-0.6510142,-1.45532,1.7089334,1.5013207,-1.1041039,2.2815793,1.2043864,-1.014486,-3.8962321,-0.4412124,-1.5095156,-22.26975,1.2622116,1.871934,1.4331768,-0.8806375,-0.01502315,0.23828125,0.010794983,3128.1034555393994,5437.5,1999.5263043443574,,False,0.010000516719604524
-254.37903,1.4378909,0.72632825,80.4683,2.0153635,7.879551,12.740337,0.6767666,-2.3666732,46.004524,10.4050865,-0.73756284,-22.070854,3.0806224,2.0558827,-7.768915,-5.3385386,0.6579495,-29.655159,0.17129341,2.6638243,-3.3153276,-1.0346864,-1.6950239,-0.19329846,-1.99603,-2.1228747,-3.0349376,-5.7515516,-0.7445723,-20.455938,0.5307775,2.118244,-6.4007506,2.7099419,1.2201707,-7.9591975,-0.20016429,0.08451101,6.926133,-0.36654422,-0.00031148407,-13.837231,-1.6389636,-0.53938293,5.356735,0.6151239,-1.3442421,8.106491,1.0962505,-0.5386027,-14.816159,-0.2453136,0.29191655,-16.673512,2.9232352,1.3136681,0.3995707,-1.385127,-0.5456904,0.19970703125,0.04204742,1845.3777656252992,3914.0625,1838.444481836792,,False,0.010000016226422836
-191.11386,1.3930888,-7.2758484,119.02305,6.5811524,-1.4926862,-19.043049,-0.0005888263,1.7349513,82.274864,6.0253897,-6.2478037,-24.935387,4.1770477,1.573925,-30.62677,-2.7908096,4.0447855,-27.601791,1.0821817,2.6815276,-25.929222,-0.6539059,1.8210433,-1.9055352,-4.0533504,-0.5884257,-13.653803,-5.486594,1.0497124,-8.260762,1.7117709,-0.00754223,4.3776817,2.8727274,-0.5766676,-8.632189,0.4172686,1.8480054,4.081228,-0.5838124,-1.025483,-20.71431,-2.1724901,0.7338789,0.3944174,-0.6952155,-1.2540034,3.43341,0.9995748,-0.056548458,-26.73346,0.5131522,2.408852,-12.851437,3.9227877,0.26865625,-1.7171533,-2.0452666,-1.3546402,0.12890625,0.050277237,1338.80324449278,2828.125,1350.077413100738,,False,0.010000000000000439
-174.84723,-2.3888617,-8.951641,122.68147,5.971514,-9.680029,-24.188667,-0.14810704,2.9797778,82.616394,-0.2670759,-10.264645,-23.48,4.106802,-1.9131335,-41.140617,0.9936971,5.886162,-17.025742,2.2583022,1.7138263,-27.701927,0.74874216,4.2685537,2.683473,-3.9606202,1.7129238,-14.140699,-4.2468705,3.3029897,-6.0470333,1.4120978,-1.193866,12.284763,2.3622315,-1.5991291,-13.116499,2.4039612,1.945081,6.9023023,-0.88401186,-0.4569926,-20.89869,-1.1779871,1.3667072,1.4977527,-1.3354491,-0.631018,-1.9646516,0.40177503,-0.013239095,-24.769001,1.4374998,3.1546974,-11.378146,3.8517776,-0.19643983,-3.4010031,-2.911267,-0.88296986,0.0908203125,0.053723086,1360.3647457407403,2828.125,1336.8723293016178,,False,0.010000802780927255
-213.1012,-6.0816145,-7.4469533,116.18897,2.3198907,-7.6045685,-12.795601,-0.24879432,2.3729694,82.35838,-5.6217957,-9.109435,-17.130611,2.6437204,-2.462766,-41.0355,4.3238373,5.957028,-5.691122,3.6465783,0.046886485,-24.965141,2.8234167,4.1957355,-1.6192348,-2.896894,1.3841203,-18.459625,-2.5225928,2.6448202,-1.8361418,0.33490622,-2.0755668,17.579046,0.6330519,-2.5163167,-9.291943,2.833197,0.9170961,5.8113437,-0.68671435,0.4817159,-18.331993,-0.08113101,1.5755352,-2.2234554,-1.6744337,-0.00087011117,0.12591863,0.020011473,0.010234421,-15.413691,2.8412638,1.9132241,-3.6081853,3.0211403,-1.0552624,-4.039852,-2.8767219,0.023424571,0.0732421875,0.05417685,1375.121032569672,2859.375,1409.4788480026236,,False,0.010000516719604526
-258.54736,-7.255295,0.17951827,108.742516,-0.3499748,0.58749425,2.0772705,-0.600947,-1.2164059,71.64017,-7.526803,-1.2602396,-3.5943313,1.4773239,-0.64305985,-17.327778,6.13669,2.1521347,2.4314642,3.8733256,-1.7494966,-15.035907,4.3094974,1.4140279,-11.209259,-1.4919412,0.21541159,-22.640934,-1.9903181,-0.27693045,-3.8935738,-1.3796282,-2.405232,11.4542465,-0.7368615,-2.2999718,-5.7181025,1.4195727,-1.1974493,1.993079,-0.03934834,0.87822133,-20.975445,0.73479456,0.6789502,-4.539027,-1.8321178,0.34693283,7.2362604,-0.0822314,0.15401773,-4.7306056,3.5366516,-0.58130944,1.9942228,1.757394,-1.5598204,-12.586761,-2.0297177,1.1340919,0.095703125,0.035938367,1306.218058126447,2843.75,1514.7958926417723,,False,0.011085791888943373
-272.83954,-6.9586444,9.10661,88.01262,-0.78440994,4.7704697,16.4296,-0.7339739,-4.509518,24.350159,-6.768794,5.825659,-3.6062517,1.8792121,-0.2899619,3.5442247,7.031275,-2.2522628,-3.2053838,2.6581914,-1.8836036,5.5927486,5.0599723,-1.9289415,-14.871154,-1.1891742,0.61313486,-15.390924,-2.1959295,-1.4585085,-9.589976,-2.772442,-0.9880825,5.78331,-2.1699603,-0.88402075,7.7926064,-0.307245,-3.0170772,-4.83179,0.85847026,1.2214264,-19.426353,1.0404438,-0.19898254,-9.988023,-1.7660927,0.05577125,8.601264,0.30020398,-0.28675023,5.3988075,3.2267005,-2.4067974,2.4888525,1.0128497,-1.3585131,-20.135555,-1.0518309,1.7048588,0.12744140625,0.022999775,1689.7256798805493,3968.75,1930.24840007437,,False,0.04069733156888106
-275.5804,-2.9678464,9.683778,63.273773,0.110199735,3.924775,5.1703844,-2.948129,-4.3526425,-4.3556266,-5.0839167,6.476905,-25.091017,2.1370945,0.5922975,17.985065,6.7311597,-3.8055067,-1.8932052,1.2345515,-1.0577505,13.675189,4.258119,-2.7857308,-1.5834924,-0.4688841,1.326338,-5.5019865,-1.9590393,-0.7121312,-12.836386,-2.5302079,0.57496506,5.879801,-3.195215,-0.009440616,15.110168,-1.109477,-2.8660617,1.7568474,0.8790284,0.7873111,-12.468203,0.53394,-0.76028395,-6.9028635,-1.5920938,0.35473907,2.3755178,0.2745311,-0.57514775,4.7645426,2.126258,-2.1854455,3.4761639,0.38669163,-0.89382213,-19.859346,-0.08249185,1.7607548,0.1455078125,0.014992886,2388.6739772325036,4984.375,2059.2033461804785,,False,0.01002672467381077
-275.91293,5.020606,6.7940645,93.96295,2.99657,3.2028997,-5.496068,-4.952028,-1.5963427,3.6895828,-3.0004911,5.1193705,-19.69456,1.5064743,0.7941268,22.84634,4.269604,-4.0895023,1.8737361,-0.814335,-1.1656165,13.864952,1.2564228,-3.9788163,-10.1494465,0.49637198,0.8238116,-15.518435,-0.94099265,0.43653795,-19.467854,-1.7789713,1.8550122,-5.863118,-3.4664714,0.5052145,5.083,-1.4356612,-0.8838309,7.1874557,1.133607,0.06107048,-10.14123,0.64663893,-0.3150538,-7.512459,-0.99385697,0.436505,1.9958262,-0.512182,-0.49994338,2.961465,0.19220388,-1.6703914,-3.0781388,-0.74508244,-0.4353795,-15.017824,0.8858157,1.2918948,0.14306640625,0.026981018,1734.5532508540593,3914.0625,1740.716019725052,,False,0.010467533617069903
-234.30797,12.905235,4.5147862,130.76169,6.2909164,1.9897034,-28.41993,-6.5842347,0.7594887,50.029507,0.9454107,2.7549841,-6.417198,-0.2557046,-0.37288487,3.4688303,1.092851,-2.125556,-1.8496239,-1.8554666,-0.95488566,3.1534734,-2.892845,-4.170445,-10.94302,0.7639959,-0.34983793,-36.577766,0.33417076,1.8717123,-27.411907,-0.5733017,2.0427842,-3.6216578,-2.6574066,0.6617929,-15.33647,-2.830045,-0.115910254,9.239748,1.6902467,-0.36194187,-14.686775,1.2776662,0.23985995,-10.053425,-0.8608713,0.122630365,3.6622868,-0.9368788,0.105789274,-4.007476,-1.7309885,-1.1062833,-6.5939903,-1.2629658,0.029121203,-7.817595,1.9195015,0.21342619,0.12744140625,0.03274132,1123.6024633041345,2375.0,1263.749760234944,,False,0.03489742801962526
-215.23384,15.807852,1.5918916,123.67693,6.9245696,-2.1573937,-31.302256,-5.688454,3.2533233,63.516464,4.0975413,-2.1090443,-2.8881607,-1.0695518,-2.1115127,0.616132,-0.2204808,0.40271807,-1.8122683,-2.0000124,-0.9074903,0.23598814,-6.010661,-2.3327599,-7.6646137,-0.14306894,-1.1023871,-35.52028,1.695289,3.505622,-22.772179,0.6145366,1.4934871,-3.1272135,-1.640842,1.0123733,-23.970425,-4.306874,0.7438803,14.5762,1.9087454,-0.61298496,-15.988781,1.3067727,0.59698224,-14.198128,-0.20830055,0.36944208,3.9964979,-0.598688,0.361148,-5.4654613,-2.657143,-0.22716069,-1.8823161,-1.3938767,0.07811839,-6.8750396,2.3941407,-0.5101258,0.11962890625,0.032890834,1237.5784170570334,2531.25,1332.7835568714343,114.5388367788287,True,0.010073751764282884
-229.11679,13.085348,-3.8563328,106.22133,3.788966,-5.936103,-33.800594,-1.4317757,4.736667,36.459557,3.3984745,-4.442837,3.3280885,-1.0076889,-2.981292,13.364219,0.44270608,2.402268,-0.5458439,-2.1685128,-0.034836464,6.1062727,-6.5894294,-0.18375517,-1.1293006,-1.1441472,-0.6479005,-23.730505,3.5070586,3.6824155,-14.069487,1.453423,0.6777537,-9.6642065,-1.0152059,0.98914826,-13.263208,-3.8307211,1.4177204,6.8859406,0.89660007,-0.5357438,-20.112614,0.76105464,0.44809696,-11.264343,0.40459356,1.0907428,2.6887267,0.15610789,0.38007498,-0.088534355,-2.3962786,0.2718519,-1.1863194,-1.4005883,-0.00085805816,-6.1760063,2.4112556,-0.30964136,0.12158203125,0.03887647,1469.5583836560857,2914.0625,1473.827640512104,104.42763330455712,True,0.010140046044704068
-198.986,9.266546,-6.1936054,128.32428,-0.3918452,-3.3035688,-27.90411,1.6827631,3.7354712,30.557037,1.2668875,-1.7954754,-4.752812,-2.6033967,-1.6405884,5.082672,1.4997888,1.9515177,-16.38062,-1.4940312,1.291983,-16.666626,-6.378195,0.86989033,-2.9970121,-1.4295437,-1.3629953,-13.923715,5.5317006,1.2654645,-10.653796,2.050976,-0.38114277,-11.748558,0.021853844,0.5691268,-1.6748563,-2.0824478,0.8273446,7.5710826,-0.0012694359,-0.5568734,-10.443676,0.7710069,0.03830785,-9.19463,0.84342796,0.7746673,-2.1654704,0.14005248,0.28450647,-8.387047,-1.5504456,0.8554781,-7.695893,-0.80745137,-0.013553427,-5.201379,2.2963572,0.22186697,0.1171875,0.05208035,1225.4614520449602,2507.8125,1362.703191806567,103.22817963382575,True,0.011085791888943373
-158.76057,1.8625463,-7.1568694,143.97025,-1.2235948,0.64195186,-37.498928,3.5040534,0.9837097,45.801857,-0.54749644,2.35024,-24.981133,-3.3511267,0.6466017,5.779128,2.4670265,-0.2750956,-15.271288,0.07424719,2.1469185,-34.54235,-5.622445,1.2173156,-9.503231,-1.957853,-0.83729845,-4.6140594,6.1233125,-1.8044666,-10.252603,2.1843324,-0.9592043,-8.169925,0.5225174,0.9391952,-19.618137,-0.5433786,-0.08571547,13.632893,-0.58905673,-0.572457,-3.2633662,1.156135,-0.44469422,-14.194984,1.2869034,0.28215608,0.6013571,-0.044831693,0.1268885,-15.822773,-0.84335726,0.7666161,-7.2794194,-0.5079669,0.30317935,-3.8722374,1.8441088,0.18448168,0.1162109375,0.051790234,1138.93506010666,2554.6875,1234.7121457276553,140.20166900511882,True,0.01002672467381077
-163.0979,-8.566355,-12.36237,120.31323,0.023436991,0.78583753,-24.346039,4.214845,0.08617286,38.153923,0.14400364,2.267079,-29.639137,-1.6782316,3.1223192,15.799453,1.6524136,-1.2707003,-14.370775,0.53181297,1.5708535,-33.876423,-3.5974703,3.134301,-17.10703,-1.6519437,0.8145237,5.36329,4.639795,-2.7516625,-10.052399,1.7552193,-0.33695796,-3.838668,0.8399523,0.4614569,-27.903656,0.2901039,0.6542987,15.288996,-1.3020269,-0.70501953,-5.220707,1.2695982,-0.5223102,-6.499625,1.4461094,-0.2349819,3.275603,-0.22134058,-0.23381488,-14.323332,-0.011587771,1.3423306,-9.395651,-0.69854736,0.5769982,-1.5323972,1.239972,-0.6472788,0.09130859375,0.054454695,1378.9740683374703,3367.1875,1439.0134921358622,124.18608452867444,True,0.010191075496968311
-205.74713,-15.055876,-11.530281,92.57944,-1.0422124,-0.84520733,1.5211898,4.1568594,-0.9751672,31.126917,1.1383052,-0.76705974,-22.999786,-0.43189582,3.348283,27.639038,0.6339682,-1.1087807,-11.884596,0.8228287,0.3945729,-26.286654,-1.0066081,4.13737,-15.414306,-0.95150226,2.009342,10.061605,2.8161247,-2.2465487,-9.705879,1.0378811,-0.0069197025,-6.437155,1.6905829,0.13804317,-21.043716,1.1679827,2.6274796,8.684401,-1.5931801,-1.1554567,-11.840755,0.99860126,-0.56734204,-0.7736801,1.2103044,-0.29094973,6.8282604,-0.2960459,-0.54563797,-11.577995,0.9591738,1.7409472,-10.998418,-0.29430506,0.5731477,3.8043227,0.86041665,-0.89527565,0.0673828125,0.056477156,1689.1436301119982,3734.375,1763.1138065688754,122.05264192746294,True,0.03489742801962526
-201.99239,-18.025433,-1.8298299,108.96658,-1.3317635,1.9531178,-5.2639856,3.8568647,-1.1745523,47.215534,-0.21381254,-2.0718958,-25.855774,-0.86261296,-0.2815159,21.520128,-0.76866007,-2.7227385,-3.0498881,1.7122091,-0.8733358,-32.509514,2.2718408,2.4054213,-21.424446,0.35882512,1.9848126,7.2566466,1.9599383,-0.8850673,-9.296844,0.12279225,-0.63845474,-3.441531,1.7876265,-0.09421114,-18.317934,2.7056613,3.0659122,5.5417886,-2.4745746,-0.81211156,-10.30699,0.35096312,0.26940596,-4.9374394,1.2244495,-0.26271275,2.604423,-0.78469515,-1.0491517,-6.254833,1.5282897,0.16249207,-6.606646,0.15476373,0.061801873,7.4638324,0.39331684,-0.9206922,0.06494140625,0.038472977,1392.8980003762385,3328.125,1537.612706956598,116.54094037952247,True,0.07797523762294818
-236.95772,-14.498669,9.423581,132.26424,1.7017285,4.1605954,-13.93824,3.7222219,-1.4078094,54.809856,-0.5387513,-0.4756544,-20.072868,-3.7946765,-5.3089795,14.979625,-4.0146594,-3.7228515,5.359214,2.146996,-0.23289667,-36.125168,3.0607686,-0.017835842,-19.320932,1.5984863,1.1749864,1.4714189,1.7218295,0.6006186,-7.085576,-1.1391494,-1.5824797,0.8608428,1.1500019,-0.3831984,-17.279062,4.330127,0.61449087,4.350997,-2.7932389,0.28576446,-7.047765,0.27506298,0.5876478,-3.6144724,1.4154934,-0.24366137,0.60383224,-1.410612,-0.58221114,-8.837004,0.65241313,-1.7087945,-5.3392572,-0.52263045,-0.6968544,3.1824727,-0.5013202,-1.0449048,0.0625,0.033853874,1140.0647401365004,2750.0,1338.0928034698222,115.86971395503193,True,0.056071395445892624
