filename,npz,num_speakers
pgkde.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/pgkde.wav.npz,3
ycxxe.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/ycxxe.wav.npz,4
gofnj.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/gofnj.wav.npz,3
imtug.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/imtug.wav.npz,2
wibky.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/wibky.wav.npz,1
dscgs.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/dscgs.wav.npz,2
bpzsc.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/bpzsc.wav.npz,7
wdjyj.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/wdjyj.wav.npz,8
iacod.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/iacod.wav.npz,6
mqtep.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/mqtep.wav.npz,4
ipqqq.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/ipqqq.wav.npz,6
uvnmy.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/uvnmy.wav.npz,4
oubab.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/oubab.wav.npz,4
eguui.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/eguui.wav.npz,3
hkzpa.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/hkzpa.wav.npz,2
mqxsf.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/mqxsf.wav.npz,12
guvqf.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/guvqf.wav.npz,11
aufkn.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/aufkn.wav.npz,3
fijfi.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/fijfi.wav.npz,6
mesob.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/mesob.wav.npz,4
ofbxh.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/ofbxh.wav.npz,7
nnqfq.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/nnqfq.wav.npz,5
wwzsk.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/wwzsk.wav.npz,5
tkybe.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/tkybe.wav.npz,6
tvtoe.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/tvtoe.wav.npz,3
gukoa.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/gukoa.wav.npz,10
fvyvb.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/fvyvb.wav.npz,7
iabca.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/iabca.wav.npz,3
wbqza.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/wbqza.wav.npz,5
erslt.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/erslt.wav.npz,7
mekog.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/mekog.wav.npz,2
sexgc.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/sexgc.wav.npz,4
onpra.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/onpra.wav.npz,6
zzyyo.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/zzyyo.wav.npz,12
odkzj.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/odkzj.wav.npz,7
mhwyr.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/mhwyr.wav.npz,8
tkhgs.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/tkhgs.wav.npz,2
dhorc.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/dhorc.wav.npz,4
ikhje.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/ikhje.wav.npz,9
xvxwv.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/xvxwv.wav.npz,6
qydmg.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/qydmg.wav.npz,1
blwmj.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/blwmj.wav.npz,2
migzj.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/migzj.wav.npz,4
hqhrb.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/hqhrb.wav.npz,6
aggyz.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/aggyz.wav.npz,13
houcx.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/houcx.wav.npz,3
dgvwu.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/dgvwu.wav.npz,11
eucfa.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/eucfa.wav.npz,4
kszpd.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/kszpd.wav.npz,5
czlvt.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/czlvt.wav.npz,11
zehzu.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/zehzu.wav.npz,6
dkabn.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/dkabn.wav.npz,7
luvfz.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/luvfz.wav.npz,7
xggbk.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/xggbk.wav.npz,8
zfkap.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/zfkap.wav.npz,4
ooxnm.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/ooxnm.wav.npz,5
wewoz.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/wewoz.wav.npz,12
mjmgr.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/mjmgr.wav.npz,9
ntchr.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/ntchr.wav.npz,2
kdfqk.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/kdfqk.wav.npz,20
fzwtp.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/fzwtp.wav.npz,11
leneg.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/leneg.wav.npz,2
gkiki.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/gkiki.wav.npz,6
hcyak.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/hcyak.wav.npz,8
yzvon.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/yzvon.wav.npz,5
hycgx.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/hycgx.wav.npz,2
mkrcv.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/mkrcv.wav.npz,5
gwtwd.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/gwtwd.wav.npz,4
qajyo.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/qajyo.wav.npz,17
cqfmj.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/cqfmj.wav.npz,4
ikgcq.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/ikgcq.wav.npz,2
mdbod.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/mdbod.wav.npz,11
txcok.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/txcok.wav.npz,4
vbjlx.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/vbjlx.wav.npz,5
nprxc.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/nprxc.wav.npz,4
lfzib.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/lfzib.wav.npz,9
cqaec.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/cqaec.wav.npz,5
eauve.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/eauve.wav.npz,7
gocbm.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/gocbm.wav.npz,8
ppgjx.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/ppgjx.wav.npz,2
zcdsd.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/zcdsd.wav.npz,5
ioasm.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/ioasm.wav.npz,3
jeymh.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/jeymh.wav.npz,18
nkqzr.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/nkqzr.wav.npz,11
grzbb.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/grzbb.wav.npz,1
qwepo.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/qwepo.wav.npz,4
gfneh.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/gfneh.wav.npz,7
xxwgv.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/xxwgv.wav.npz,10
ltgmz.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/ltgmz.wav.npz,2
hiyis.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/hiyis.wav.npz,2
bvyvm.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/bvyvm.wav.npz,3
pnook.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/pnook.wav.npz,9
xtzoq.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/xtzoq.wav.npz,11
isxwc.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/isxwc.wav.npz,4
qxana.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/qxana.wav.npz,14
vysqj.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/vysqj.wav.npz,1
zqidv.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/zqidv.wav.npz,8
nitgx.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/nitgx.wav.npz,21
usbgm.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/usbgm.wav.npz,1
xmfzh.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/xmfzh.wav.npz,10
asxwr.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/asxwr.wav.npz,3
myjoe.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/myjoe.wav.npz,2
bvqnu.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/bvqnu.wav.npz,9
gqbvk.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/gqbvk.wav.npz,4
syiwe.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/syiwe.wav.npz,3
mkhie.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/mkhie.wav.npz,12
lilfy.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/lilfy.wav.npz,5
sebyw.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/sebyw.wav.npz,7
cpebh.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/cpebh.wav.npz,1
kgjaa.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/kgjaa.wav.npz,10
wprog.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/wprog.wav.npz,2
spzmn.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/spzmn.wav.npz,2
tjkfn.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/tjkfn.wav.npz,10
kiadt.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/kiadt.wav.npz,5
wnfoi.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/wnfoi.wav.npz,6
wdvva.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/wdvva.wav.npz,2
sikkm.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/sikkm.wav.npz,1
heolf.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/heolf.wav.npz,12
poucc.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/poucc.wav.npz,7
aorju.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/aorju.wav.npz,12
qrzjk.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/qrzjk.wav.npz,1
bxcfq.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/bxcfq.wav.npz,2
pnyir.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/pnyir.wav.npz,8
nqcpi.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/nqcpi.wav.npz,7
mwfmq.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/mwfmq.wav.npz,2
bidnq.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/bidnq.wav.npz,11
utial.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/utial.wav.npz,8
kajfh.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/kajfh.wav.npz,15
jtagk.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/jtagk.wav.npz,6
cmhsm.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/cmhsm.wav.npz,1
mgpok.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/mgpok.wav.npz,4
evtyi.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/evtyi.wav.npz,2
eapdk.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/eapdk.wav.npz,7
hhepf.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/hhepf.wav.npz,7
ptses.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/ptses.wav.npz,9
gtjow.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/gtjow.wav.npz,4
oenox.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/oenox.wav.npz,2
bwzyf.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/bwzyf.wav.npz,4
tpslg.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/tpslg.wav.npz,5
crixb.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/crixb.wav.npz,2
nfqjx.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/nfqjx.wav.npz,6
xiglo.wav,/Users/hooyar/Desktop/Projects/Python/CMPT310-Project/features/seq/xiglo.wav.npz,3
