mfcc_0,mfcc_delta1_0,mfcc_delta2_0,mfcc_1,mfcc_delta1_1,mfcc_delta2_1,mfcc_2,mfcc_delta1_2,mfcc_delta2_2,mfcc_3,mfcc_delta1_3,mfcc_delta2_3,mfcc_4,mfcc_delta1_4,mfcc_delta2_4,mfcc_5,mfcc_delta1_5,mfcc_delta2_5,mfcc_6,mfcc_delta1_6,mfcc_delta2_6,mfcc_7,mfcc_delta1_7,mfcc_delta2_7,mfcc_8,mfcc_delta1_8,mfcc_delta2_8,mfcc_9,mfcc_delta1_9,mfcc_delta2_9,mfcc_10,mfcc_delta1_10,mfcc_delta2_10,mfcc_11,mfcc_delta1_11,mfcc_delta2_11,mfcc_12,mfcc_delta1_12,mfcc_delta2_12,mfcc_13,mfcc_delta1_13,mfcc_delta2_13,mfcc_14,mfcc_delta1_14,mfcc_delta2_14,mfcc_15,mfcc_delta1_15,mfcc_delta2_15,mfcc_16,mfcc_delta1_16,mfcc_delta2_16,mfcc_17,mfcc_delta1_17,mfcc_delta2_17,mfcc_18,mfcc_delta1_18,mfcc_delta2_18,mfcc_19,mfcc_delta1_19,mfcc_delta2_19,zero_crossing_rate,rms,spectral_centroid,spectral_rolloff,spectral_bandwidth,f0,voiced_flag,voiced_probs
-157.13681,-17.184929,-5.218447,59.89473,4.20915,2.7009516,-3.7691698,2.2565064,1.4729562,39.346615,0.842185,0.0594377,-9.722078,-0.99600583,1.149897,0.32969087,-0.31226987,1.09493,1.928022,-0.021535615,0.4958145,10.098234,-0.2160557,0.015209215,-16.78519,-1.070596,1.1989006,4.74708,-0.6252913,-0.28312224,-4.7091374,0.43017554,0.030384207,-0.87787205,-0.30517465,0.25283825,1.5119182,0.22456695,-0.027981348,3.5834148,0.22937037,-0.3836041,0.56578135,-0.3017329,-0.4003565,5.371152,-0.065566815,0.10157534,-0.34718937,0.9029199,-0.07935506,2.052516,0.57485354,-0.59016615,1.581472,1.5020946,-0.31070513,-0.020233862,1.5399603,-0.4056793,0.20166015625,0.027683653,2311.028055315287,4648.4375,1936.5413245911018,,False,0.010000027850262286
-168.29617,-23.0588,-7.4811335,61.856552,7.1005206,4.0427737,-5.3480086,4.0460963,2.420931,40.025238,0.47662342,-0.101099536,-10.871132,0.35248068,2.0256145,-3.0643606,0.32659718,0.8835012,-2.1639547,0.2819241,0.473537,10.881133,-0.89816684,-0.541071,-12.153721,0.10232565,1.5807171,3.78622,-0.4005692,-0.037986834,-5.757366,0.43244353,-0.59357023,-1.2538087,-0.3628773,-0.11219667,0.74442625,0.5525938,0.10249179,-1.5351175,-0.055215552,0.43244666,-5.881442,-0.27963373,0.42603827,-1.3272449,0.3303403,0.475009,0.63162327,0.9560986,-0.42530462,7.560421,-0.08451683,-0.48418346,3.4038181,0.8916621,-0.36354965,1.7004879,1.1764334,-0.59895045,0.19921875,0.023147777,2318.8910898207596,4625.0,1920.7612775201217,,False,0.010000000208892744
-187.9005,-28.724361,-7.649048,68.741104,10.179583,3.9585495,-0.6725075,6.3404517,3.0321681,36.43989,-0.52539724,-0.9406954,-11.429191,2.0612912,1.9980963,-1.3364848,1.0719805,0.36671156,-1.5967711,0.39843592,0.20357077,11.312042,-1.098889,-0.69059294,-13.480055,1.1908888,1.2030672,-1.6766491,-0.4971226,0.15522891,-8.163042,0.40945512,-0.37273085,0.849988,-0.09529917,-0.13870803,2.5764358,0.7389529,0.27574086,2.5331235,-0.058692757,0.6809002,-7.2333164,0.09964943,0.8891038,-0.7951077,0.43366042,0.2649656,1.3848528,0.5386251,-0.5377829,7.830732,-0.4401099,-0.60087997,4.392127,0.45229897,-0.7846716,4.2037497,1.3425419,-0.5419825,0.177734375,0.019224634,2218.6149046463725,4546.875,1937.1323620582384,,False,0.010000000000001869
-225.19618,-32.230755,-4.2063537,78.634285,12.40959,2.456344,8.2474985,8.2265215,2.2844763,43.376774,-1.6428312,-1.3840069,-6.7820406,3.2149062,1.5332316,5.500505,1.2277381,0.19795087,4.642641,0.19409373,-0.12382753,11.082635,-0.9567653,-0.08353592,-16.126,1.654086,0.332387,-3.6502197,-0.7833638,0.2303541,-7.661863,0.30211607,0.16076994,1.676644,0.065972395,-0.08457791,0.3476259,0.70631176,0.14490232,1.8971002,0.34474182,0.5361796,-6.9367137,0.5940981,1.035588,1.1091207,-0.038323894,0.088118725,0.5903825,-0.061025966,-0.45164695,4.2886543,-0.91898954,-0.82050574,5.0734835,-0.13878568,-1.0312988,3.3858643,1.0957785,-0.18457131,0.13134765625,0.017292637,1967.027309989053,4210.9375,1924.3567498160592,,False,0.010000000003996623
-276.32138,-32.86807,0.9353132,104.99579,13.247928,0.17987937,19.651157,8.655401,0.22355321,43.63285,-2.542285,-1.4956672,-1.0510604,3.9852593,0.31780037,5.4209146,1.3490845,-0.15236123,4.212165,0.06154437,-0.5008309,9.343218,-0.90393513,0.1984272,-5.9147406,1.543191,-0.57631356,0.14166325,-0.91062593,0.0321232,-7.050251,0.34947538,0.65737253,-2.4267094,-0.25300616,-0.09438556,1.3317248,0.37285316,-0.21999493,4.9606304,0.4499581,-0.26193896,-3.3029394,1.0348858,0.6262091,3.9433935,-0.21636589,-0.3842261,0.8813123,-0.60504556,-0.5237879,1.7430422,-1.2159275,-0.3311764,4.069317,-0.62000483,-0.35586703,-1.0205817,0.58184224,0.09636188,0.0810546875,0.015990363,1375.8797632301664,3265.625,1767.7614626914565,,False,0.010000000021701592
-326.72406,-30.562754,5.95884,124.60216,12.943035,-1.9014711,34.22769,7.9705496,-1.9436622,39.01205,-3.4089677,-1.2184879,8.184691,3.9115024,-0.71920705,5.3308144,1.6524808,-0.22513959,4.3876114,0.067819,-0.631928,0.058278084,-0.6760006,0.6393144,-2.1531038,1.4630921,-0.35381785,2.1230557,-0.90213203,-0.25867805,-10.210579,0.7405333,0.48128998,-4.416173,-1.1806105,-0.7907894,5.6187716,-0.27521867,-0.8678573,6.551936,0.12144982,-0.926651,0.3131469,1.4888737,-0.18653032,7.593796,-0.24188735,-0.92329913,1.192379,-1.1333475,-0.5774777,0.8344842,-1.6012353,0.23486847,1.8778275,-0.9903914,-0.14929357,0.7784344,0.3309713,-0.0023665738,0.04541015625,0.01566989,993.774629251373,2281.25,1588.4483047254455,,False,0.010000000000001869
-363.7681,-25.651728,8.806302,139.00589,11.44353,-3.1826966,50.00979,6.2206616,-3.1602695,27.446123,-3.6453664,-0.3355578,13.236406,3.485441,-1.2852632,7.27798,1.4406329,-0.06739002,2.7034898,-0.17420717,-0.21667811,2.3994827,-0.5252349,0.636256,-1.9291608,1.7465974,-0.2921489,-0.22985008,-0.8596279,-0.5872667,-5.379427,1.1510025,0.28448302,-0.35324013,-1.4731978,-0.42760098,6.7907844,-0.6373251,-0.7537045,5.1980968,-0.6186068,-0.82292205,2.136323,1.5851336,-0.37964544,3.7589326,-0.62745255,-0.6443186,-0.87239194,-1.3031132,-0.26698577,-0.7254213,-1.6100029,0.23760614,-0.84025204,-1.1178366,0.106532566,6.531657,0.112922564,-0.14675,0.03076171875,0.01662622,790.5439154188052,1132.8125,1471.301402434497,,False,0.010000000000023851
-375.24252,-18.790483,8.655372,146.05145,8.767745,-3.6509612,54.99685,3.5423076,-3.690091,22.819021,-3.3201804,1.4741766,15.05643,2.3505673,-1.4760182,7.8692565,1.0537611,0.100438684,-0.02991192,-0.80534315,0.016387131,8.202927,-0.29198673,0.3889904,-5.2205215,1.4244992,-0.4155159,-3.4100556,-0.9041934,-0.21768153,-3.55698,1.2383717,0.07777958,0.26451194,-1.0882131,0.2020308,4.6319585,-0.7557814,-0.55312157,6.6497626,-1.0314738,-0.66008717,3.5613012,1.2426393,-0.5321459,-0.67263514,-0.74757874,0.057816684,-2.7522643,-1.1361927,0.17544186,-4.70605,-1.3294957,0.14539629,-3.1766322,-1.1697835,0.19638348,6.8379807,0.11822185,-0.3986895,0.03076171875,0.016037636,686.1461186659703,898.4375,1358.0266120783149,,False,0.010000000000000439
-381.6323,-11.4393635,6.5022297,148.84311,5.109294,-3.0032089,48.967003,0.7165833,-3.1860363,19.705067,-2.0842865,2.2810662,14.536659,1.2966194,-1.0934227,8.100935,0.8896546,-0.27472368,-0.83571756,-0.9560627,-0.074625455,5.760231,-0.064798124,-0.14226183,-8.105897,0.45218077,-0.08553122,-5.681821,-0.8544554,0.5774178,-1.8719251,1.0737734,-0.34264207,-3.6868868,-0.53537875,0.43114817,0.76410556,-1.1844431,-0.1936027,1.6979305,-1.2638503,-0.0075682933,2.5097263,0.80746204,-0.3224975,-2.2634826,-0.68355805,0.6916116,-5.9068336,-0.9401634,0.54204315,-1.8449234,-0.88590854,0.36351186,0.63184047,-0.887881,0.29712287,4.342184,-0.3155882,-0.93509114,0.0283203125,0.01668528,706.7910795131454,953.125,1346.5923724883685,,False,0.0100000470079773
-384.55377,-5.16921,4.1149516,153.71446,1.5054499,-3.0768335,46.01627,-2.0005198,-2.0620234,15.767399,0.29332525,2.788275,13.835914,0.2652112,-0.53460854,12.996144,0.45725155,-0.65490896,0.9959853,-0.6220489,0.28201264,8.0807705,0.23991756,-0.6087823,-0.6870917,-0.2714445,-0.4957279,-6.7690854,-0.9977593,0.44706702,-1.8378518,0.28627306,-1.2001215,-15.372612,-0.083687164,0.8360293,-5.531537,-1.5138328,0.29937488,-1.5226732,-1.2740332,0.37078506,2.5355592,0.4787084,-0.13278195,-2.9172807,-0.4309168,0.91391474,-8.790075,-0.8453135,0.49664629,-4.086898,-0.23498291,0.75910586,-3.2793875,-0.29438135,0.4818478,2.9471135,-1.1747775,-0.81509316,0.03076171875,0.015886635,673.4245821876605,898.4375,1306.1265111777502,,False,0.010037765502929688
-388.37314,-0.19595082,3.2670095,156.79794,-2.0601315,-3.5010188,44.46063,-3.821685,-0.6899385,18.478577,3.2778301,2.8470342,15.877165,-0.9700776,-0.86478823,12.676659,-0.14000925,-0.7943297,2.1534352,-0.47413653,0.110466786,5.4402485,0.09818213,-0.009426781,3.0021586,-0.2886542,-0.5175962,-7.936898,-0.91499454,0.03491471,0.48142466,-0.5369803,-0.94271654,-9.00112,0.26453963,1.2233635,-2.0435555,-1.3796433,0.49574164,-2.5742552,-1.3393271,0.24436936,5.7211113,0.5676982,0.16114493,-2.017049,0.13788849,0.46268213,-6.7462683,-0.67134345,0.20341112,-6.85853,0.07996947,0.5087674,-3.1284158,0.6264925,0.8596577,2.0303817,-1.9503055,-0.41516498,0.03076171875,0.014012376,671.4282121826366,898.4375,1314.7115583783013,,False,0.010000000417925077
-389.6337,3.1488104,3.5451534,154.28339,-4.803233,-3.3651156,37.14142,-4.58828,-0.23857495,25.997364,5.3180065,2.3373573,12.629627,-1.8982899,-1.088546,11.82671,-0.8964297,-0.9963159,-3.312844,-0.2827016,0.041648258,4.778628,0.3268102,0.7637579,-0.6350092,-0.060686465,-0.40681306,-5.3451366,-0.8453383,-0.28463334,0.20171727,-1.1230679,-0.729412,-3.4041142,0.7184161,0.7583661,-1.3758111,-0.8905422,0.44913745,-3.011496,-1.1558279,0.3725906,3.7302816,0.67563975,0.2231982,1.1269138,0.17297079,-0.31127667,-4.4819846,-0.2653704,0.1667197,-6.462035,0.095434025,-0.03305572,-4.8643856,1.1363018,0.80250555,2.3339982,-1.9521433,-0.03274157,0.0322265625,0.013486468,684.8739741962718,960.9375,1257.8183410475528,66.93519325188251,True,0.010000078102280324
-386.09927,5.1575527,2.594857,148.5625,-6.731422,-2.3579469,33.234337,-4.514984,-0.1041434,28.37625,6.2635674,0.85404855,14.049278,-2.4740665,-0.95850116,9.91275,-1.288746,-0.5445119,-4.3348804,-0.25114083,0.1198778,3.3411398,0.9637875,0.8341679,-3.869617,-0.16288479,-0.13897485,-2.3807425,-1.2191015,-0.6933952,-2.11308,-1.4218953,-0.2616592,-2.983214,1.2630833,-0.118612505,-4.2309413,-0.017237116,0.5584694,-0.8952651,-0.5706605,0.22920707,4.7101817,0.77215815,0.04978103,1.9893364,-0.06388859,-0.6597108,-4.518975,0.4451647,0.3563579,-3.16143,0.0470825,0.012132313,-3.022467,1.4116192,0.7474767,-3.697723,-1.2768339,0.6225262,0.03955078125,0.011549431,754.3544556172321,1218.75,1313.770980276224,66.16637698451642,True,0.01000000000061386
-378.63303,5.6543627,0.52107054,133.91177,-8.145451,-0.7964175,26.855793,-4.1757503,0.5365073,41.431786,5.8414984,-1.2454987,12.43148,-2.5466175,-0.214435,7.0908523,-1.5643667,0.1740569,1.2298329,-0.5039208,0.039557762,4.742944,1.3647666,0.812848,-9.839199,-0.13422501,0.9347296,-9.698854,-1.3654462,-0.4648893,-10.833929,-1.5080942,0.17303932,-0.5361288,1.4130291,-1.0353334,-5.116626,0.79475415,0.6239549,-2.089864,-0.81154287,-0.3604732,4.676042,0.43047306,-0.2946949,1.4958584,-0.24786921,-0.54208595,-7.6776676,0.9190177,0.4566153,1.2681414,0.3678546,-0.10162003,0.8827094,2.0464802,0.29727924,-6.341251,-0.49534884,1.1836026,0.05078125,0.010524719,867.1225643397485,1859.375,1398.4649282308637,65.40639132514966,True,0.010000000001606035
-360.661,4.913183,-1.9615041,117.20675,-9.073895,0.3007639,23.87535,-3.8893902,0.75323373,55.760918,4.218715,-2.6864626,1.1992173,-1.8608421,1.1090499,5.148095,-1.3775046,0.47596353,-2.526578,-0.88767457,-0.4133081,8.502283,1.6527779,0.14580294,-4.9261265,0.3162388,1.1638249,-11.244696,-1.21467,0.16495085,-8.365734,-1.5927306,0.49297488,0.8713738,0.64083654,-0.5992825,-5.133835,0.949702,0.777935,-6.6682863,-1.2316157,-0.58001316,8.416832,-0.31749627,-0.716284,1.0634316,-0.53739995,-0.25065073,-9.0194435,0.9705399,0.5233093,-2.7544851,0.602831,-0.09459458,7.7360325,2.3405445,0.028775688,-8.665268,0.15814687,1.2587965,0.05615234375,0.010312256,1077.0457124861057,2640.625,1546.1172804798807,65.7852866955572,True,0.01000032860450166
-347.26767,3.2642462,-3.5390751,109.69043,-8.8292,1.1843082,17.378193,-4.226948,-0.2487126,60.24062,2.303851,-3.0369496,-2.25565,-1.0687132,1.4987761,0.28106385,-0.7902462,0.84742814,-1.4971359,-0.87384987,-0.67994887,13.242231,1.7330148,-0.29300955,-2.2216487,0.97502977,0.5876152,-11.842128,-0.7692764,1.078783,-10.385977,-0.9291888,0.88517123,-1.3006599,0.37649912,-0.031971976,-3.9633288,1.4704356,0.6726418,-4.549145,-1.191913,-0.10328638,8.448059,-0.77893484,-1.0095124,-3.781425,-0.3988563,0.47655314,-5.51139,1.1670738,0.484262,-6.194163,0.66613764,0.20950091,6.4322147,2.4769814,-0.28139478,-6.612372,0.7639797,0.9459812,0.0654296875,0.009929417,1231.5441759559728,2945.3125,1608.7385199295652,65.40639132514966,True,0.0100000470079773
-348.8398,1.067748,-3.6818697,105.778305,-6.9367156,2.342097,15.584843,-5.0263233,-1.0226806,57.80389,0.6643609,-2.5620003,-3.1171563,-1.0795066,0.98605186,3.2543018,-0.198205,0.8129329,-1.5286517,-0.7130763,0.0028500825,14.823852,1.6719992,-0.5737865,-3.133061,1.6184026,0.174305,-17.421234,-0.28160077,1.2143215,-9.606769,-0.2831915,0.6512685,-0.9478437,0.29724634,0.06016757,1.809736,1.7401141,0.012674514,-2.7755148,-1.2504926,0.22145647,8.073423,-1.2108973,-0.70866024,-4.2061796,0.056862824,0.8622892,0.24713135,1.306604,-0.002397086,-3.5428038,0.47997633,0.359863,7.653429,1.949893,-0.5712119,-0.12407398,1.3903716,0.13224618,0.08154296875,0.008966286,1315.249252550366,3164.0625,1673.8511114079745,65.7852866955572,True,0.010000000101429395
-356.9309,-2.2156332,-3.403458,99.932846,-4.376801,2.5002427,17.258213,-4.8229733,-0.59585494,49.928093,-1.7789477,-1.5958409,0.5375443,-0.8698382,0.06817951,3.5613976,0.072014555,0.29248938,-5.1611915,-0.27839905,1.0246012,15.992479,1.5754622,-0.29781812,2.958395,1.8200502,-0.36250508,-14.673042,0.90950745,0.9633841,-10.03611,0.254123,0.089558564,-2.2325072,0.43618697,0.41908607,5.019289,1.4783378,-0.6366544,-11.332791,-0.84988797,0.44032198,3.9428697,-1.3415854,-0.106819615,-2.3078253,0.4646949,0.7445042,1.3899599,1.267268,-0.63390297,-1.2915461,0.06699949,-0.04466014,10.993507,1.2540197,-0.60383177,2.8477938,1.3950107,-0.5534,0.0966796875,0.007621957,1421.762670673772,3375.0,1781.5171553930293,87.30705785825097,True,0.010000016226422834
-365.67355,-6.840497,-3.2827654,88.89985,-1.6237699,2.6308174,12.226328,-3.0403898,1.4981161,44.395226,-3.426439,-0.41264462,9.288595,0.12153579,-0.40661344,3.2447448,0.006962044,-0.33598936,-10.496795,0.39448202,0.99902236,13.955351,1.0886071,-0.18923604,2.7780216,0.5859946,-0.99801064,-11.104955,1.8603595,0.9899274,-12.096308,0.06920365,0.008193672,-1.0938289,0.74532366,0.50892586,4.096987,0.82416403,-1.1150373,-13.252573,-0.23165755,0.6277178,-1.8253989,-1.225151,0.73000515,-3.0849152,0.30287567,-0.09144981,0.48324937,0.9442832,-0.7844648,0.36233127,0.23967415,-0.5057301,13.361008,0.4884353,-0.6144209,2.298194,0.8443014,-1.1326584,0.11669921875,0.0062935725,1664.6742089873783,3890.625,1892.7364915907363,66.54967490706109,True,0.010000516719604524
-369.79565,-5.3050737,1.6890191,86.43895,2.261512,4.3478904,-3.6353712,-1.6501157,2.1846027,43.781998,-2.1980534,1.6661366,7.1955037,-0.45444375,-1.082254,7.2121964,-1.0188422,-1.5581565,-8.853126,0.69541574,0.847667,15.608031,-1.0075632,-1.6100062,2.1576447,-1.2787521,-2.1268835,-6.309895,1.808182,-0.058732245,-6.3373446,0.4183397,0.0867611,2.1293275,-0.5534254,-1.240481,7.630927,0.38619885,-0.7790949,-7.97394,0.27633855,1.0665666,-2.5996175,-1.6033034,0.2569513,2.1690023,0.8080077,-0.2449778,2.4219968,-0.8315305,-1.5649483,2.3641317,-0.42194882,-1.1615723,14.967982,-0.16221912,-1.0919595,2.5669346,-0.12852857,-1.1405078,0.13037109375,0.004886781,1756.9022948673876,3953.125,1820.97032334704,66.54967490706109,True,0.010000005216229449
